shot,reversals,low_confidence,ar_signal,tmax,nl_04,nl_04_r,bt,bt_r,ip,ip_r,p_rf,p_rf_r,p_rf_t,ssep,ssep_r,vel,vel_r,lbo,cryopump
1140605012,0.9662u,,12639.1308594,1.5,4.02016261653E+019,8.84282138678E+018,5.4189424515,0.0126867294,0.80707,0.0325545,0,0,0,-0.1801205575,0.2576361261,24.60542202,30.239428854,0,0
1140605011,0.9662u,,8358.77832031,1.5,4.20387693578E+019,9.0772969693E+018,5.4199180603,0.0136623383,0.8092660625,0.0325668125,0,0,0,-0.2141757458,0.251104109,24.374704361,25.9751036644,0,0
1140605010,0.9662u,,7745.625,1.5,3.83951615462E+019,5.75380009339E+018,5.421869278,0.0126852989,0.8098944375,0.0331930625,0,0,0,-0.2193426043,0.2544346899,22.6772518158,23.9629081726,0,0
1140605009,0.9662u,,8286.99023438,1.5,4.14801096988E+019,8.37819031287E+018,5.4189424515,0.0126862526,0.8108185313,0.0291327063,0,0,0,-0.1984468251,0.252856113,22.6365537643,27.974117136,0,0
1140605008,0.9475u,,8834.81884766,1.5,4.02442124497E+019,6.90474973384E+018,5.4208936691,0.0136623383,0.8008297188,0.0294333125,0,0,0,-0.203913331,0.2405522764,22.0835523605,25.2683279037,0,0
1140605007,0.9774u,,9202.4453125,1.5,4.16870663744E+019,6.99904967845E+018,5.421869278,0.0136613846,0.8058276875,0.026299875,0,0,0,-0.212982744,0.2662881464,18.9204368591,27.7181017876,0,0
1140605006,,,13581.21875,1.5,4.03192497202E+019,4.77756603918E+018,5.4247975349,0.0136623383,0.79861825,0.00972175,0,0,0,-0.154170379,0.2394513562,13.2016005516,7.3342705727,0,0
1140605005,,,4603.9362793,1.5,3.32907107001E+019,9.13055511353E+018,5.4335803986,0.0117096901,0.98339775,0.0272454375,0,0,0,-1.7261227369,38.920805037,18.1264829636,6.5811723709,0,0
1140605004,"0.9272u, 1.3922dl",,6035.05273438,1.5,3.92555074047E+019,6.22140490645E+018,5.4306521416,0.0136613846,0.805226,0.02537475,0,0,0,-0.1973965615,0.1677353159,16.4639968872,18.1293399334,0,0
1140520019,"1.2271d, 1.7799ul",,3255.69763184,1.5,4.68386543835E+019,6.73894305052E+018,5.4238219261,0.0136623383,0.419088875,0.0407024766,0,0,0,-0.3853146434,0.1631200612,16.1841611862,16.1126467466,0,0
1140520018,1.5914d,,3446.92504883,1.5,4.6922852785E+019,4.4914236356E+018,5.4257736206,0.0146379471,0.4159635938,0.0404097188,0,0,0,-0.3615400195,0.1688890159,18.2408733368,6.9432507038,0,0
1140520017,,,3531.31933594,1.5,4.77496899271E+019,4.5587396957E+018,5.4247975349,0.0146379471,0.4153332188,0.0416603516,0,0,0,-0.3605599105,0.1888334751,18.3911561966,9.4990515232,0,0
1140520016,,,3535.56738281,1.5,4.62001218018E+019,4.64891966029E+018,5.4267492294,0.0117106438,0.4175457188,0.0413410391,0,0,0,-0.3930386305,0.1879137903,15.7647681236,8.3668495655,0,0
1140520015,,,1088.06719971,1.5,3.34650954433E+019,8.37562999009E+018,5.4306521416,0.0107340813,0.9937335625,0.0391509375,0,0,0,-1.8221588135,38.7201268673,-14.8254694939,9.2772087574,0,0
1140520014,,complex,3267.68457031,1.5,4.66403002869E+019,1.54260643549E+019,5.4306521416,0.0126852989,0.4244327813,0.0410340391,0,0,0,-0.4342813194,0.2729333788,15.3426537514,37.1636049271,0,0
1140520013,"1.12d, 1.6642ul",,2936.91918945,1.5,4.74843777713E+019,1.31368206727E+019,5.4257736206,0.0136623383,0.4247336563,0.04071875,0,0,0,-0.4096894562,0.1780775487,16.937871933,27.2074442625,0,0
1140520012,"1.1671d, 1.6942ul",,3122.37695312,1.5,4.45501660659E+019,1.12298690472E+019,5.4257736206,0.0156140327,0.4212829375,0.041338875,0,0,0,-0.4030822814,0.1881844699,19.0920600891,21.1780862689,0,0
1140520011,,,3070.18139648,1.5,4.83039141562E+019,9.72689052806E+018,5.4228453636,0.0165891647,0.4184749063,0.0416603203,0,0,0,-0.3963743448,0.1712073237,20.1833715439,7.9335282326,0,0
1140520010,,,3047.2800293,1.5,4.90129518216E+019,9.26357150138E+018,5.4257736206,0.0136623383,0.4178404375,0.0407145938,0,0,0,-0.3829702139,0.1452083439,20.8096971512,10.2708335876,0,0
1140520009,0.9958ul,,2930.20043945,1.5,4.85892967973E+019,9.12061519856E+018,5.4247975349,0.0156135559,0.4150385313,0.0416560938,0,0,0,-0.3250700533,0.1637265533,24.3742227554,12.4081986427,0,0
1140520008,,ldrift,2122.2947998,1.5,4.72381377442E+019,6.05488496993E+018,5.4257736206,0.0126862526,0.4134728125,0.0435412281,0,0,0,-0.3230972588,0.1893041432,23.206448555,12.4145457268,0,0
1140520007,,,2546.31787109,1.5,4.53252140113E+019,3.96019833098E+018,5.4296765328,0.0117096901,0.410812125,0.0501170938,0,0,0,-0.2922026515,0.2032754347,21.7644042969,6.7595344544,0,0
1140520006,,,132.191947937,1.5,3.47409830298E+019,1.66337976137E+019,5.4296765328,0.0107340813,0.9965374375,0.017838875,0,0,0,-1.7454612255,38.7099538445,-8.2213077545,24.9090357661,0,0
1140520004,,,2758.37585449,1.5,4.57592352312E+019,3.84482503657E+018,5.4316287041,0.0146379471,0.4106565938,0.0498225078,0,0,0,-0.353548944,0.2353552654,21.9105644226,5.8114418984,0,0
1140520003,,,3274.45483398,1.5,4.19059505522E+019,1.42769803658E+019,5.4335803986,0.0146379471,0.4144143125,0.044791625,0,0,0,-0.4193137884,0.151690498,20.3718986511,16.282473135,0,0
1140415032,,,9245.71630859,1.5,7.64582749789E+019,1.47193308261E+019,5.439435482,0.0136613846,0.99751375,0.0266355625,0,0,0,1.2320269346,0.1554350257,9.6167883873,5.183719182,0,0
1140415031,,"1.3438di, 1.3851up",7811.35522461,1.5,7.55540058299E+019,2.4254597808E+019,5.4374833107,0.0126862526,0.997198625,0.0410405344,0,0,0,1.2382981777,0.1551499963,9.1071395874,12.1435424447,0,0
1140415030,,,8911.13818359,1.5,5.27891321482E+019,1.26989559999E+019,5.4452900887,0.0126862526,0.9984634375,0.0276039875,0,0,0,1.2197232246,0.1700217128,-12.6717867851,8.0679673672,0,0
1140415029,1.2119u,,8889.81396484,1.5,7.13278415735E+019,1.88281422273E+019,5.4404110909,0.0126862526,0.9971873125,0.0282074375,0,0,0,1.2410001755,0.2022390366,-14.8372306824,28.0312819958,0,0
1140415028,"0.8573d, 1.0882u",,5658.36938477,1.5,1.04270003789E+020,4.3438314839E+019,5.4452900887,0.0126862526,0.9896954375,0.023821375,0,0,0,1.3253214359,0.2293423414,9.7931628227,17.8917627335,0,0
1140415016,,,149.394866943,1.5,6.72572648095E+019,7.01966552148E+018,5.4384589195,0.0117101669,1.0012653125,0.0213141875,0,0,0,1.2468076944,0.1893791556,13.0056023598,28.4489958733,0,0
1140415015,,1.3768ui,490.050415039,1.5,5.55916773363E+019,1.17696245829E+019,5.4423627853,0.0126867294,1.0006431563,0.02037475,0,0,0,1.2504251003,0.1802024245,-3.9836242199,23.7171537399,0,0
1140415014,,,224.713668823,1.5,2.87487414155E+019,5.37956701723E+018,5.4413871765,0.0126867294,0.8049385313,0.0216582188,0,0,0,-1.5446242094,0.5737587214,5.7042760849,22.2239076138,0,0
1140415013,,,2003.62921143,1.5,2.87281189754E+019,6.57594869804E+018,5.4433383942,0.0126862526,0.8033696875,0.021312125,0,0,0,-1.5498785973,0.6367726326,1.7809970379,6.795253998,0,0
1140415010,,,7108.12841797,1.5,5.33876073223E+019,1.07982968794E+019,5.4443144798,0.0126862526,0.998459375,0.0275708125,0,0,0,1.234503746,0.1658096313,-10.0217938423,6.4746511221,0,0
1140415009,,1.1954ui,4391.3359375,1.2884999514,5.53529293814E+019,8.52612509439E+018,5.4462666512,0.0107340813,1.0015805,0.027253625,0,0,0,1.203849256,0.1468021393,-11.2832746506,16.8155188799,0,0
1140415008,,1.1459ui,3429.70288086,1.2084999085,5.63876138036E+019,1.1400933705E+019,5.4482183456,0.0097589493,1.0012806875,0.0234999375,0,0,0,1.1920329928,0.1579480171,-9.7622275353,18.7569506168,0,0
1140415007,,ddrift,6552.77661133,1.5,7.09433907358E+019,9.68517835544E+018,5.4452900887,0.0136628151,0.995946,0.0269529125,0,0,0,1.2382371426,0.1578692198,-19.0133638382,28.8796263218,0,0
1140415006,,,4442.99804688,1.5,7.56613269608E+019,6.40001485292E+018,5.439435482,0.0136623383,0.9962550625,0.0250780625,0,0,0,1.2565280199,0.1430118084,5.7719182968,8.5180641651,0,0
1140415005,,,3558.17089844,1.5,8.09929248146E+019,6.32562101658E+018,5.4482183456,0.0136623383,0.995639,0.02257075,0,0,0,1.3039296866,0.2001482844,5.1619532108,8.1047226727,0,0
1140415004,,,4116.57226562,1.5,7.72980027954E+019,1.06166956016E+019,5.4521217346,0.0117106438,0.9962755625,0.0294558125,0,0,0,1.3408089876,0.2392705083,1.7149266005,9.0455473065,0,0
1140415003,,,2368.69897461,1.5,7.63950134779E+019,1.11456484356E+019,5.4570007324,0.0107350349,0.9975424375,0.0275646875,0,0,0,1.2839251757,0.1983761191,-1.2204437256,8.0504643679,0,0
1140402031,,"1.1345u, 1.4089u",1373.02319336,1.5,3.42581731804E+019,2.78580142915E+019,5.4530978203,0.0780696869,0.7963170625,0.0213219281,0,0,0,-1.167642355,0.2086958289,10.1078338623,20.1368727565,9,0
