,Shot Number,Pulse Time,Ip,Ip Slope,Bt,Bt Slope,nl_04,nl_04 Slope,RF,LSN/USN,HIREX Time,Zvel,Zvel Slope,Zint,Zint Slope,Zti,Zti Slope,Avel,Avel Slope,Aint,Aint Slope,Ati,Ati Slope,nl_04 peak,nl_04 tt peak,Ip peak,Ip tt peak,Zint max,Zint tt max,Zvel max,Zvel tt max,Zti max,Zti tt max,Zint min,Zint tt min,Zvel min,Zvel tt min,Zti min,Zti tt min,Aint max,Aint tt max,Avel max,Avel tt max,Ati max,Ati tt max,Aint min,Aint tt min,Avel min,Avel tt min,Ati min,Ati tt min
0,1120106010.0,0.800000011921,-0.810793372329,0.0159788463414,-5.4227139633,0.0229908318544,0.784641857009,-0.0323495441564,0.000103107420728,LSN,20.0,-12.4898093726,-42.865379157,2440.03636843,1390.69084314,1.86259841385,1.17988866117,-7.98431246088,93.1711808653,606.717414185,402.426235234,1.18522217935,-1.58998945284,0.0693839837502,0.0200000405312,-0.0115354978407,0.0097000002861,423.153572979,0.0284999012947,1.20942721623,0.0684999227524,0.0261648946707,0.0684999227524,97.5915612604,0.0684999227524,-3.4782053445,0.0284999012947,-0.0873275941904,0.00849992036819,35.9465872799,0.0284999012947,1.5182832937,0.0284999012947,0.0644986324981,0.0484999418259,-77.8588936772,0.00849992036819,-4.73487146094,0.0684999227524,-0.0160713500306,0.0284999012947
1,1120106010.0,1.0,-0.806411686232,0.018066954991,-5.42065639248,0.0154402206823,0.788629000822,-0.0281546043295,4.8585839977e-05,LSN,20.0,-11.1467557319,7.53970865222,2555.95986355,932.959874115,1.76552411116,-1.17449276399,-9.34785691234,-29.4343036979,579.061567781,-994.198030661,1.24782846025,0.787989056577,0.057897979578,0.0210001468658,-0.0115460184124,0.00989997386932,493.871923559,0.0284999608994,1.60544637517,0.00849997997284,0.0943330904176,0.0684999227524,20.1490231686,0.0684999227524,-2.34832235499,0.0484999418259,-0.0537552455733,0.00849997997284,71.8626265547,0.0284999608994,-5.00138052967,0.0284999608994,0.0300334925308,0.0484999418259,-56.4365677812,0.00849997997284,-9.43639143971,0.00849997997284,-0.0578926568375,0.00849997997284
2,1120106010.0,1.20000004768,-0.800475518083,0.0294609145355,-5.41807510045,-0.00104799293473,0.78517463226,-0.0809356426184,0.000100590550574,LSN,20.0,-10.2132577747,0.658941897337,2511.88837646,-1158.99158382,1.80393355803,0.592178671054,-4.80529054959,85.7303125671,573.802573643,36.8057601984,1.25634199934,1.24674558329,0.0887682793651,0.0269999504089,-0.0146888893595,0.0100998878479,1008.73711182,0.0284998416901,-0.931824699025,0.0484998226166,0.0527967838768,0.0484998226166,284.869924318,0.00849986076355,-6.8619585186,0.0284998416901,-0.147187528181,0.00849986076355,133.228737392,0.0484998226166,-7.55369439761,0.00849986076355,-0.0246269162202,0.0684999227524,-93.9209208115,0.00849986076355,-12.5026985709,0.0484998226166,-0.167688792517,0.00849986076355
3,1120106010.0,1.39999997616,-0.798152895485,0.01210359836,-5.41446656984,0.0389068588784,0.756165702699,-0.256131673516,4.87309298478e-05,LSN,20.0,-9.11546028379,50.1631163224,2781.15851232,1587.47113399,1.86190997158,2.02214098431,-2.32956538844,183.203230834,673.437710289,1141.41811065,1.31712787405,1.89206133649,0.0552933617848,0.0180000066757,-0.0126979070055,0.0061000585556,627.220882214,0.0284999608994,0.724319345988,0.00849997997284,0.0413708826464,0.0684999227524,138.635921276,0.0684999227524,-4.23215400454,0.0284999608994,-0.170172081335,0.00849997997284,158.875583168,0.0484999418259,-1.82274879765,0.00849997997284,0.00598067983621,0.0484999418259,-30.9176907578,0.00849997997284,-11.6680942948,0.0284999608994,-0.14067881361,0.00849997997284
4,1120106011.0,0.800000011921,-0.813194405001,0.00268673626684,-5.41877761278,0.0203037441229,0.696435975846,-0.21549625813,4.90306920256e-05,LSN,20.0,-3.88962512665,-45.0897870122,3089.76536545,2743.84618457,1.24077073918,-0.747802271985,-9.90335235363,-52.4369819096,931.379059874,989.405421107,1.30316669711,1.32236278627,0.0387915493881,0.0110000371933,-0.0114354600129,0.00850003957748,92.7028962639,0.0684999227524,0.788671786117,0.0684999227524,0.0463571132552,0.0284999012947,-85.8718107673,0.0284999012947,-1.36174387283,0.0484999418259,-0.0490183054078,0.00849992036819,90.8869313372,0.0684999227524,2.36025819546,0.00849992036819,0.0326260828078,0.0284999012947,-57.5273753035,0.00849992036819,-4.51788463825,0.0484999418259,-0.0772757030427,0.0484999418259
5,1120106011.0,1.0,-0.808804698437,0.0312325767345,-5.41743962984,0.00878076490679,0.695350849613,-0.0767100975083,5.13527702424e-05,LSN,20.0,-3.74459720652,-18.8030899077,3374.92796168,430.127363326,1.23840294084,-0.541595141025,-14.3847246067,-146.194049067,1020.25094664,243.092578023,1.2725469397,-0.646579882221,0.0214150905769,0.00699996948242,-0.00987023875057,0.0074999332428,-45.2651198793,0.00849997997284,0.206557999062,0.0284999608994,0.0668841818875,0.0284999608994,-223.609602301,0.0484999418259,-2.8770100971,0.0484999418259,0.0204359511441,0.0684999227524,17.1963189838,0.0284999608994,7.95462130469,0.0684999227524,0.0972513629482,0.0284999608994,-42.184845567,0.0484999418259,0.0309438602273,0.0484999418259,-0.0272410438969,0.00849997997284
6,1120106011.0,1.20000004768,-0.8046510084,0.000490960416544,-5.41218854672,0.036410974902,0.680625310154,-0.160169328739,0.000102770369267,LSN,20.0,-4.46177333026,24.3160002861,3562.50382469,378.778437403,1.27081397785,0.44421893999,-4.50058891806,96.2247931717,1083.49906455,-349.734830603,1.23431036264,-1.18634515891,0.0234878752521,0.00800013542175,-0.011050210747,0.00809991359711,46.2154135875,0.0684999227524,0.580092364836,0.0684999227524,0.00580009208431,0.0284998416901,-246.445963366,0.0284998416901,-2.6192975697,0.0284998416901,-0.0409111143518,0.00849986076355,30.0431717763,0.0284998416901,-6.38550708261,0.00849986076355,0.120115782914,0.0284998416901,-1.03446494242,0.0484998226166,-8.81998774973,0.0284998416901,0.0250103732919,0.00849986076355
7,1120106011.0,1.39999997616,-0.802035482042,0.00653985855279,-5.41010595799,0.0276639092788,0.665039829695,-0.120551342345,9.83967765933e-05,LSN,20.0,-4.11789621509,9.80601962483,3709.85468277,-614.971384827,1.25425470073,-0.521651223934,-8.03132518748,84.2839452256,1223.19719319,1455.50707556,1.28151892898,-0.314420751624,0.0248512702348,0.00800001621246,-0.00906917583249,0.00650000572205,27.8411180107,0.0684999227524,0.542290345802,0.00849997997284,0.0448174456831,0.0284999608994,-288.260200349,0.0284999608994,-5.23734746777,0.0284999608994,-0.00285327632462,0.00849997997284,-0.351245919471,0.0684999227524,-0.480521354878,0.00849997997284,0.0881297660075,0.0484999418259,-70.3611336148,0.0284999608994,-2.38246933004,0.0684999227524,-0.0262038636007,0.00849997997284
8,1120106012.0,0.800000011921,-0.813158621374,0.0345592774639,-5.42119130633,0.00576596763107,0.623375127206,-0.183196570876,4.79172013002e-05,LSN,20.0,0.960786498096,-8.19705412678,3502.08427839,4328.49502602,1.26157489541,-0.502705165263,-2.83376219656,20.1057549875,1185.81769103,992.903855621,1.31787162254,-0.403023089204,0.0475957299378,0.0115000605583,-0.00984226662192,0.00690001249313,189.768016536,0.0684999227524,-1.31205496838,0.00849992036819,0.0344756531396,0.0684999227524,-217.960010807,0.0284999012947,-5.08361450484,0.0284999012947,-0.0350233626686,0.00849992036819,90.9530609279,0.0684999227524,-1.36976334666,0.0484999418259,0.0581408219534,0.0484999418259,-59.3648101658,0.00849992036819,-5.23999974345,0.00849992036819,-0.0627625508112,0.00849992036819
9,1120106012.0,1.0,-0.809099142565,0.0494423719931,-5.41878712531,0.0082350941081,0.629033962823,-0.095172527404,5.00642418046e-05,LSN,20.0,1.6433256302,45.2471613261,3935.37488339,530.353288987,1.31423511324,0.4066620175,-7.90724366573,19.2069713659,1393.06020706,1574.38504637,1.33641147867,1.42840283242,0.0395270785324,0.0110001564026,-0.010488097681,0.0101000070572,30.3660834088,0.00849997997284,-0.13579386808,0.0684999227524,0.0346307534184,0.0284999608994,-238.165899013,0.0284999608994,-6.56504708864,0.0284999608994,-0.0527991276775,0.00849997997284,-46.4138447551,0.0284999608994,3.12827914623,0.00849997997284,0.0627412770697,0.0284999608994,-116.907130888,0.00849997997284,-4.78710657688,0.0684999227524,-0.084047200828,0.00849997997284
