,Column1,Shot Number,Pulse Time,Ip,Ip Slope,Bt,Bt Slope,nl_04,nl_04 Slope,RF,LSN/USN,HIREX Time,Zvel,Zvel Slope,Zint,Zint Slope,Zti,Zti Slope,Avel,Avel Slope,Aint,Aint Slope,Ati,Ati Slope,nl_04 peak,nl_04 tt peak,Ip peak,Ip tt peak,Zint max,Zint tt max,Zvel max,Zvel tt max,Zti max,Zti tt max,Zint min,Zint tt min,Zvel min,Zvel tt min,Zti min,Zti tt min,Aint max,Aint tt max,Avel max,Avel tt max,Ati max,Ati tt max,Aint min,Aint tt min,Avel min,Avel tt min,Ati min,Ati tt min,poh max,ti jump,poh abs max,ti abs max,poh0,ti0,li0,li0 peak
107,134,1120216025,0.800000012,-0.566293775,0.049309652,-5.511605946,0.010108434,0.300849754,0.367152259,0.0,LSN,6,4.227327289,-21.77108656,539.5862731,-1262.315745,1.031721844,-0.963179763,-7.183331082,-698.7977574,275.8669369,-709.3280765,1.19661157,2.18268438,0.08584119,0.040000081,-0.016741037,0.013899982,584.012726,0.043500006,3.194195805,0.001500011,0.2981845,0.055499971,19.14328017,0.001500011,-9.815205993,0.049499989,-0.017104997,0.001500011,310.5601871,0.037499964,60.23417337,0.001500011,0.164121105,0.049499989,-44.40799833,0.001500011,-16.49177878,0.043500006,-0.139723705,0.007499993,0.331534291582,0.210265014588,0.828707107249,1.09071114462,0.497172815667,0.905734424729,1.88619279861,0.0
108,135,1120216025,1.100000024,-0.562792683,0.013293948,-5.506233502,0.010965655,0.433629559,0.434692639,-5.09e-05,LSN,6,-0.90506351,48.01255291,344.8219243,-312.1141791,1.249046833,-0.063668065,-24.22360518,-106.2250412,149.0690149,-297.5963914,1.36039435,1.207573097,0.099007679,0.040000081,-0.013870323,0.029299974,226.9265498,0.037500024,-1.987527251,0.031499982,0.192907303,0.055500031,-4.692834991,0.001500011,-19.92885602,0.043499947,-0.08000353,0.019500017,80.37820492,0.037500024,49.28145888,0.037500024,0.171139964,0.049499989,-20.31928958,0.001500011,-24.65147492,0.02549994,-0.247083655,0.019500017,0.264126489584,0.194876864077,0.781633355247,1.14120488208,0.517506865663,1.05926960866,1.90817129612,0.0192364454269
109,136,1120216025,1.299999952,-0.555475452,0.040098044,-5.505102405,-0.011530376,0.541447952,0.356455222,0.0,LSN,6,-16.97527493,-100.6817231,200.6448493,-480.4444821,1.390880673,1.588068272,-18.54993723,215.3482472,69.91915691,-434.9176847,1.353677252,-2.21289558,0.087965117,0.036500216,-0.012517133,0.026300073,207.0780205,0.041500092,5.917691124,0.011500001,0.093579919,0.053500056,25.85336539,0.005500078,-7.92167865,0.047500014,-0.164940922,0.005500078,69.85217488,0.03550005,29.53893851,0.017500043,0.430546185,0.065500021,3.255418898,0.005500078,-39.39556982,0.005500078,-0.242392638,0.011500001,0.26681731142,0.203225355284,0.801181155814,1.14893204837,0.534363844394,1.05375027783,1.7839884758,0.139775753021
110,137,1120216026,0.800000012,-0.562837933,0.062097124,-5.509780742,0.020125601,0.244671988,0.10174585,0.0,LSN,6,8.526763184,128.7173816,801.475468,1268.726495,1.185344126,-0.836984119,-4.796224038,91.10133628,646.3570786,1596.125286,1.313916187,1.189684677,0.023589237,0.015000045,-0.007967864,0.0097,64.74444171,0.001500011,4.019902961,0.049499989,0.138439868,0.037499964,-159.2850383,0.031499982,-7.112884743,0.055499971,-0.058686998,0.001500011,146.4531631,0.007499993,3.598083536,0.0255,0.174754758,0.013499975,-86.66011816,0.037499964,-11.4554983,0.013499975,-0.03289948,0.0255,0.0632402537835,0.132303378204,0.679924233909,1.13486064548,0.616683980125,1.07362457231,1.85562741756,0.00827276706696
111,138,1120216026,1.100000024,-0.559222871,0.020744554,-5.506575532,0.020841813,0.276601478,0.115465025,0.0,LSN,6,10.46107142,57.62354294,961.6638795,270.1083099,1.277894323,0.077529605,-3.410631592,33.74716139,679.2524961,368.4501437,1.368695185,1.107367242,0.031946079,0.01549995,-0.013757342,0.011299968,54.90820301,0.001500011,-0.618922641,0.007499933,0.138164098,0.031499982,-139.5315553,0.02549994,-11.375732,0.019500017,-0.084931199,0.001500011,133.4271914,0.013499975,3.474691043,0.061499953,0.197073057,0.02549994,-84.69103368,0.001500011,-10.42858369,0.049499989,-0.089560435,0.007499933,0.281468850558,0.143411460691,0.816500227764,1.1817862097,0.535031377206,1.09377470773,1.96329760551,0.0
112,139,1120216026,1.299999952,-0.554416211,0.026226988,-5.503819852,0.033131458,0.281682012,0.039156934,0.0,LSN,6,6.77020775,0.757714437,1037.533002,1021.717355,1.272212486,-0.654077502,-4.728031998,-26.39144541,631.1878826,-753.0382615,1.356741191,-0.407043582,0.031012151,0.016500235,-0.014593394,0.014299989,-53.81718211,0.065500021,4.208745611,0.065500021,0.102603335,0.017500043,-187.3300605,0.023500085,-4.131697523,0.017500043,-0.035333734,0.005500078,196.9926594,0.011500001,19.59033382,0.059500098,0.217795252,0.029500008,-5.604508581,0.03550005,-12.72528946,0.065500021,-0.077374221,0.005500078,0.250349565104,0.0975446718403,0.788202317383,1.19307479532,0.537852752279,1.08871713692,1.85388791561,0.113425970078
113,140,1120216027,0.800000012,-0.565739334,-0.013832178,-5.511213847,-0.006302698,0.171061648,0.046347226,0.0,LSN,6,9.937242396,167.931981,561.2057253,281.4215096,1.207965907,0.029482426,-10.12204701,-18.16665403,565.4950625,478.0214431,1.329289552,0.601639333,0.064651238,0.031000078,-0.019631147,0.019300044,589.8279661,0.037499964,2.857446783,0.013499975,0.232199612,0.055499971,72.21285378,0.007499993,-18.71688355,0.061500013,-0.118955907,0.007499993,446.2025693,0.031499982,9.147695423,0.007499993,0.195341829,0.049499989,-122.4726931,0.001500011,-9.507980764,0.055499971,-0.186104055,0.001500011,0.485082665972,0.245615593222,0.973068172545,1.21263267795,0.487985506573,1.09874644033,2.03900957108,0.0
114,141,1120216027,1.100000024,-0.564476152,0.004134555,-5.506772832,0.001990878,0.188563868,-0.014462167,-5.09e-05,LSN,6,7.439993698,85.95389693,647.6773721,307.0976251,1.171288862,-0.564672395,-10.11945088,-62.25793691,488.8543362,-348.8175051,1.237790446,-1.287198137,0.078272805,0.040000081,-0.021194477,0.019699931,1702.515011,0.061499953,-0.875836212,0.007499933,0.232233987,0.061499953,102.8910483,0.001500011,-11.62629779,0.061499953,-0.130954876,0.007499933,1194.768345,0.061499953,5.768452005,0.019500017,0.205298444,0.055500031,-131.7696499,0.001500011,-6.366337462,0.061499953,-0.265527646,0.001500011,0.513364918382,,0.941655156267,,0.428290237884,,2.02509760857,0.0
115,142,1120216027,1.299999952,-0.547541691,0.147997095,-5.504607606,0.018122162,0.349356993,0.510491737,0.0,LSN,6,-16.71488686,-133.8587015,4225.469472,18815.10337,1.372825893,-1.294922396,-22.27957775,-20.87844611,1451.251485,-7173.565313,1.349116936,-2.458970089,0.019588397,0.024500132,-0.016165508,0.034900069,-85.31224568,0.011500001,1.335549546,0.011500001,-0.105183276,0.011500001,-3057.228017,0.065500021,-15.3157032,0.065500021,-0.568370315,0.065500021,-545.6211136,0.005500078,22.04996525,0.005500078,-0.052513853,0.005500078,-1431.041236,0.065500021,-9.75312184,0.029500008,-0.467720881,0.059500098,0.399422722735,,1.10850677256,,0.709084049825,,1.83144414425,0.0626834630966
116,143,1120216028,0.800000012,-0.559037691,0.023339434,-5.510291416,0.007056195,0.199359116,0.061902099,0.0,LSN,6,12.65977372,13.68566899,792.907204,650.6414061,1.228603266,2.203475235,1.342462109,98.63763595,675.4192548,840.7230562,1.2555056,1.44225866,0.015277374,0.020000041,-0.011990076,0.012100041,-14.5040058,0.001500011,0.124234302,0.0255,0.099940516,0.031499982,-151.3826069,0.043500006,-9.092088358,0.037499964,-0.077283643,0.061500013,2.067500612,0.007499993,34.57158513,0.049499989,0.12071701,0.049499989,-78.13867615,0.001500011,-19.3368793,0.043500006,-0.113323608,0.001500011,0.122704803703,,0.810050615637,,0.687345811934,,1.95493125916,0.0
117,144,1120216028,1.100000024,-0.558406712,0.022065386,-5.503658758,0.041883902,0.350496873,0.464764376,-5.1e-05,LSN,6,-1.505206531,-94.19662524,520.7082027,-4165.443978,1.308622439,1.434277595,-4.866842635,-91.79507028,271.8093295,-2418.190224,1.359141226,1.418115469,0.051386878,0.02549994,-0.01482004,0.012699962,15.64079628,0.007499933,10.18263287,0.049499989,0.087079923,0.02549994,-154.6670956,0.061499953,-11.04536777,0.055500031,-0.081282099,0.001500011,42.4781766,0.013499975,12.599625,0.061499953,0.228203421,0.02549994,-93.63664578,0.061499953,-19.54458963,0.037500024,-0.121360774,0.007499933,0.211001772781,0.154650005248,0.744792162117,1.13503575819,0.533790389336,1.09190992944,1.92736959457,0.0
118,145,1120216028,1.299999952,-0.552287553,0.035493974,-5.504569055,-0.022153456,0.470411523,0.370582043,0.0,LSN,6,-1.432043169,-52.10483018,264.3059423,-513.4263306,1.384949808,1.11997886,-10.78627739,50.14574757,103.7822574,-511.0903386,1.27192416,-3.976095833,0.048272447,0.028000116,-0.01339594,0.013100028,83.15932868,0.023500085,5.652521703,0.065500021,0.254809017,0.053500056,-42.48013665,0.065500021,-12.29891863,0.005500078,-0.094366794,0.065500021,52.20245327,0.023500085,12.89844403,0.053500056,0.761534073,0.03550005,-10.40683018,0.047500014,-19.6474041,0.005500078,-0.111596845,0.011500001,0.256981335475,,0.803456991141,,0.546475655666,,1.82462239265,0.123074173927
119,146,1120216030,0.800000012,-0.811323737,0.035869112,-5.517028436,0.016834402,0.429661113,-0.322666562,0.0,LSN,6,19.25689415,-23.29582613,875.9786298,917.0514448,1.240802322,-0.117262937,23.95603967,319.8254855,468.7652985,816.7935699,1.41635639,1.737516134,0.073090893,0.020000041,-0.014683341,0.015700042,2.199714969,0.001500011,5.031701049,0.0255,0.212994064,0.031499982,-195.0290448,0.0255,-5.255469361,0.055499971,-0.00793377,0.013499975,143.8117279,0.019499958,-13.8140061,0.007499993,0.176198775,0.037499964,-80.65854799,0.031499982,-36.53541876,0.001500011,-0.141483133,0.013499975,0.323965085072,0.17774923598,1.17893217431,1.21244635464,0.854967089241,1.12038819484,1.58816826344,0.0
120,147,1120216030,1.100000024,-0.804081005,0.047942209,-5.513754931,-1.84e-05,0.521125896,0.34529217,0.0,LSN,6,7.243037342,-18.14194595,469.4165344,-1098.005515,1.282959566,-0.646201009,-8.997296505,83.13785141,248.7595418,-288.0645679,1.439736384,2.167127982,0.094848888,0.020500064,-0.015590531,0.013499975,117.2662049,0.013499975,7.979923131,0.043499947,0.228216305,0.037500024,-103.0573425,0.061499953,-10.61092675,0.037500024,-0.04582201,0.013499975,109.8395793,0.019500017,1.633137874,0.043499947,0.393307072,0.037500024,-45.69688922,0.061499953,-20.88349421,0.049499989,-0.129722613,0.007499933,0.251395913959,0.225911055692,1.12890965148,1.27730029371,0.87751373752,1.13354766918,1.56597447395,0.0
121,148,1120216030,1.299999952,-0.799576155,0.01092456,-5.511242032,0.012190639,0.607190903,0.297026116,-5.11e-05,LSN,6,-13.17231454,0.475590455,326.4974912,132.6673916,1.364201331,-0.610449349,-40.21229328,-36.73363592,159.9072618,177.4521152,1.49000687,0.926908436,0.068178539,0.016500235,-0.011402837,0.012500048,100.4829166,0.011500001,7.109699624,0.017500043,0.144796944,0.023500085,-42.29003267,0.065500021,-5.247452838,0.059500098,-0.09373846,0.011500001,72.68509962,0.017500043,23.5410458,0.041500092,0.320679599,0.059500098,-31.18745897,0.053500056,-8.668146479,0.059500098,-0.224306888,0.053500056,0.234119520182,0.22860196874,1.12654294558,1.31427655894,0.892423425393,1.18791910786,1.56864953041,0.0330755710602
122,149,1120216031,0.600000024,-0.814531286,-0.051555628,-5.521202709,-0.007884265,0.304848869,0.531585427,0.0,LSN,6,7.899124496,-24.41512341,825.3938325,1879.149502,1.026105913,-1.751403728,-18.1405938,-71.82437725,552.0699803,567.4474916,1.117868714,-3.678178709,0.156342517,0.028000057,-0.021333416,0.015299916,61.92873834,0.021499991,7.980569489,0.051499963,0.224826661,0.063499987,-93.79056098,0.039499998,-9.375969522,0.04549998,-0.02063528,0.009499967,102.8091091,0.021499991,11.03884867,0.057499945,0.384807415,0.039499998,-110.4384495,0.051499963,-2.948279109,0.01549995,-0.084044866,0.003499985,0.522029387718,0.223353503725,1.36290731623,1.12932551565,0.840877928515,0.970458819574,1.61777698994,0.0
123,150,1120216031,0.699999988,-0.818632888,-0.106457373,-5.520262564,-0.008202801,0.425436164,-0.190001791,0.0,LSN,6,13.23642558,80.61120168,955.8808616,3134.416034,1.313348481,1.785585744,5.778632551,366.0600043,514.9339351,764.3365736,1.329404895,-2.132429676,0.031940793,0.016000092,-0.01572554,0.014100015,-52.916323,0.005500019,6.08975965,0.047500014,0.088651827,0.047500014,-298.9888938,0.029500008,-4.36565989,0.029500008,-0.077318856,0.011500001,65.18905077,0.011500001,13.46968707,0.011500001,0.256362494,0.029500008,-93.62085524,0.023500025,-34.04484692,0.017499983,-0.020543401,0.023500025,0.419583192407,0.135205218425,1.06522020925,1.22264685563,0.645637016843,1.13517186968,1.54246115685,0.0233888626099
124,151,1120216031,0.800000012,-0.810786949,0.022618936,-5.520295495,-0.017787378,0.397555302,-0.416479823,-5.1e-05,LSN,6,14.48028029,-44.58641522,931.5534704,1837.918689,1.279897775,-1.628561711,-1.710061023,-167.6820144,527.9500246,541.8101156,1.316991218,-2.449843769,0.08203574,0.020500064,-0.016342626,0.015299976,14.65972536,0.013499975,8.365338907,0.0255,0.176532422,0.043500006,-190.8941687,0.031499982,-2.027301207,0.061500013,-0.037612524,0.001500011,180.5483274,0.019499958,15.67561621,0.055499971,0.315435044,0.031499982,-25.71931172,0.055499971,-9.780807546,0.007499993,-0.101617583,0.013499975,0.461742093725,0.207205227766,1.29529424111,1.27041939111,0.833552147386,1.14989876663,1.62003350258,0.0
125,152,1120216031,1.0,-0.806882769,0.023557506,-5.516643107,-0.021389265,0.476455787,0.622605707,0.0,LSN,6,5.855336401,-108.5717081,581.9297139,-1709.531179,1.300654999,-0.0038736,-15.85726671,-176.521494,320.4468045,-1099.458983,1.383361415,-0.311395533,0.091263732,0.01850009,-0.013693065,0.014099956,109.0331157,0.017500043,7.426071909,0.005499959,0.219301351,0.03550005,-89.37057084,0.059499979,-6.243059668,0.059499979,-0.091987244,0.005499959,119.7005038,0.017500043,18.33469133,0.065500021,0.339863464,0.059499979,-92.91868256,0.065500021,-5.693726257,0.011500001,-0.082140521,0.017500043,0.428198013868,0.21376921163,1.26001591459,1.27997065897,0.831817900726,1.13824704665,1.58012115955,0.049410700798
126,153,1120216031,1.200000048,-0.800039571,0.040074385,-5.513834451,-0.004517395,0.579123305,0.458632194,-5.11e-05,LSN,6,-8.334642436,-43.16011492,384.8950723,-544.0138713,1.374555458,-0.339455243,-38.52663449,-181.5220983,188.4025002,-521.3435959,1.355314504,-3.188001554,0.047453059,0.01699996,-0.008108598,0.014299989,46.83741065,0.009499908,2.568657424,0.003499985,0.154282819,0.027499914,-47.18517236,0.063499928,-10.1694946,0.033499956,-0.127277125,0.009499908,44.09806435,0.01549995,18.29860524,0.039499998,0.35925888,0.033499956,-10.14184959,0.045499921,-10.2582471,0.045499921,-0.067970406,0.009499908,0.204514357407,0.129329808929,1.15130099491,1.28292914429,0.946786637505,1.19605995662,1.6393969059,0.0
127,154,1120216031,1.399999976,-0.797570727,0.015332356,-5.511139915,-0.005645345,0.641193833,0.092028828,0.0,LSN,6,-12.31021905,130.8055384,370.8936434,402.5232642,1.440161221,0.185830201,-38.24645312,-43.26684607,185.9448133,396.1055924,1.578702492,0.999683805,0.041346166,0.012000203,-0.009397409,0.011500001,63.74643229,0.007500053,5.559580087,0.025500059,0.20159281,0.049499989,-46.09475423,0.055500031,-13.14128852,0.049499989,-0.111671202,0.001500011,41.24387685,0.013499975,15.55043109,0.025500059,0.28641625,0.007500053,-35.7124525,0.001500011,-18.62106244,0.007500053,-0.198486728,0.001500011,0.183611416906,,1.06261973245,,0.879008315549,,1.61193132401,0.0101647377014
128,155,1120605002,1.399999976,-0.791435873,-0.002561221,-5.446924832,0.049336151,0.46091854,-0.114531769,0.00015516,LSN,20,-4.934420972,-216.922135,1103.768621,-1227.422244,1.294402301,-0.380278816,-4.887523709,-103.9592352,729.5880556,-988.9871709,1.228147232,-1.278293184,0.01878438,0.000449524,-0.007155573,0.040099978,-50.98468509,0.00849998,8.916171222,0.00849998,0.001712025,0.00849998,-268.495,0.048499942,2.35630527,0.068499923,-0.054785549,0.068499923,-5.950970644,0.00849998,12.36576563,0.068499923,0.069347299,0.00849998,-240.2133913,0.028499961,2.044200956,0.00849998,-0.027885043,0.048499942,0.103849222796,,1.24128764753,,1.13743842473,,1.61525821686,0.0150184631348
129,156,1120605003,0.600000024,-0.797994295,-0.096308548,-5.44721659,0.085499642,0.216585441,0.076406305,9.99e-05,LSN,20,6.680727184,-36.83959499,1857.438567,9690.387822,1.080038036,-1.987494802,0.359927413,-132.4377302,2298.55274,15038.14364,1.316993012,-1.657886102,0.045098351,0.022349476,-0.004315594,0.0079,126.4161691,0.068499923,-1.26202935,0.048499942,0.086507355,0.048499942,-161.0772391,0.00849992,-8.730031192,0.028499901,0.031094943,0.00849992,91.18065817,0.00849992,3.790752175,0.048499942,0.07067667,0.028499901,-88.73731058,0.028499901,-5.254339931,0.028499901,0.024743781,0.00849992,0.0117557752138,,1.0106463815,,0.998890606283,,1.47678184509,0.0
130,157,1120605003,0.699999988,-0.814975015,-0.183679717,-5.449590107,-0.028622603,0.279201081,0.561197811,0.000103673,LSN,20,4.122038578,-16.52006294,2103.039615,3516.052548,1.139049213,-0.580236869,-2.573862168,-92.50489429,2331.519265,934.5528932,1.367708934,-0.175956059,0.029180536,0.023349512,-0.007522157,0.010299981,55.83465299,0.068499923,2.296148564,0.00849992,0.18879493,0.068499923,-223.8911771,0.028499961,-1.490693782,0.028499961,0.03095134,0.00849992,-147.3537381,0.00849992,4.288737032,0.00849992,0.01926707,0.048499942,-460.1270535,0.048499942,2.237763527,0.048499942,-0.053856862,0.028499961,0.0,,0.948225546956,,0.948225546956,,1.45501410961,0.0178284645081
131,158,1120605003,0.800000012,-0.810912938,0.029402619,-5.449447446,0.016859558,0.306497208,0.141065279,0.000100975,LSN,20,3.566637818,-16.22732194,2059.688219,-578.1704309,1.214403441,-0.850283891,1.966799307,46.5574972,2042.337415,3269.724618,1.306994341,-1.694121589,0.030708023,0.029349488,-0.006589504,0.019699991,-6.431626716,0.068499923,4.643664535,0.048499942,0.097927401,0.068499923,-305.7442488,0.028499901,2.534116443,0.068499923,0.059116672,0.028499901,50.96873693,0.00849992,3.502191019,0.028499901,0.210035302,0.028499901,-250.9953744,0.048499942,1.233513546,0.00849992,0.067184664,0.00849992,0.0337067403609,,0.927922289832,,0.894215549471,,1.48842227459,0.0165228843689
132,159,1120605003,0.899999976,-0.809012657,0.018487046,-5.450096381,0.026116217,0.324768014,-0.026924378,0.00010165,LSN,20,6.356193125,-25.67119662,2164.412571,5388.524426,1.26737598,-0.693345731,5.979758559,25.23268483,1860.043402,1105.787187,1.302631203,-3.406045109,0.021844261,0.009349524,-0.007194346,0.010900021,-156.4135476,0.068499923,5.573439062,0.00849998,0.073988165,0.048499942,-397.3659402,0.028499961,-1.619296133,0.048499942,0.01848432,0.00849998,84.25713526,0.068499923,2.892961205,0.068499923,0.224101719,0.068499923,-171.5264341,0.028499961,-4.56761366,0.048499942,0.048979696,0.00849998,0.141389609264,,0.98624049403,,0.844850884765,,1.46083545685,0.0322018861771
133,160,1120605003,1.0,-0.806528648,0.000601249,-5.447743019,0.090268092,0.319852179,-0.114660388,0.000101123,LSN,20,7.363646016,34.20588656,2070.600303,2079.628448,1.295913425,-0.781867654,11.35532261,166.3116313,2061.48642,5108.973989,1.443796323,-0.317177479,0.018215889,0.0133495,-0.006271979,0.022099972,148.0203022,0.068499923,2.474640384,0.068499923,0.099734458,0.068499923,-243.7594829,0.00849998,0.046921268,0.028499961,-0.025246945,0.00849998,-32.23715218,0.00849998,-4.976020106,0.068499923,0.043170287,0.028499961,-263.443451,0.028499961,-7.896442421,0.048499942,-0.018687891,0.068499923,0.113010875643,,0.992032530023,,0.879021654381,,1.47607696056,0.0338586568832
134,161,1120605003,1.100000024,-0.803608747,0.014147713,-5.450003784,0.119891808,0.319324443,-0.000989835,0.000104027,LSN,20,11.34645567,65.55966431,2168.947735,882.8865842,1.266284965,-2.650811816,7.352888844,65.14190091,2164.180741,6000.448227,1.429369013,-0.501701714,0.028423688,0.005849476,-0.005550178,0.018100023,70.24293843,0.068499923,-1.95643244,0.008499861,0.104702928,0.048499942,-257.3256651,0.028499961,-6.87467251,0.028499961,0.05818341,0.008499861,-41.04939371,0.068499923,4.070542552,0.068499923,0.08153375,0.028499961,-293.5345011,0.028499961,-2.278368256,0.008499861,0.002830227,0.048499942,0.0,,0.971157290338,,0.971157290338,,1.50486469269,0.0273764133453
135,162,1120605003,1.200000048,-0.801071663,0.007445069,-5.446548345,0.118524983,0.319975206,-0.153577933,0.000101101,LSN,20,10.18362625,62.00386238,2286.490414,1745.900103,1.345592485,-0.366327516,8.14966928,19.87729776,2274.654857,5342.766326,1.489036844,1.104984741,0.033910177,0.037849452,-0.006774921,0.009299994,-21.24261175,0.068499923,2.859936642,0.008499861,0.086164131,0.028499842,-390.1915864,0.028499842,-5.032289577,0.028499842,0.031269326,0.008499861,-54.29694694,0.068499923,1.673162828,0.008499861,0.063802674,0.068499923,-344.2366442,0.028499842,-4.782124152,0.028499842,-0.057420537,0.008499861,0.22014223214,,1.06049876249,,0.840356530345,,1.52464318275,0.0
136,163,1120605003,1.299999952,-0.798937115,0.003731558,-5.451502776,-0.050200042,0.329750907,0.023618355,0.000102868,LSN,20,10.29878924,72.90965729,2338.626232,3155.89154,1.356048439,-1.343030634,11.77507594,95.99300349,2359.382805,5428.226244,1.479221047,-0.907967261,0.028797586,0.011349548,-0.005884739,0.021300077,48.90916857,0.068499923,1.002963803,0.00849998,0.066241291,0.048499942,-322.9940297,0.00849998,-3.766994216,0.028499961,0.015984561,0.00849998,-79.91576444,0.068499923,0.25442216,0.028499961,0.140207468,0.028499961,-366.3157889,0.028499961,-4.547256974,0.00849998,0.017398654,0.048499942,0.0691965214314,,0.992617007079,,0.923420485647,,1.50616538525,0.0400006771088
137,164,1120605003,1.399999976,-0.797431977,0.00082562,-5.448823313,0.047625759,0.330628326,-0.051982971,0.000102216,LSN,20,10.48471594,35.85131942,2343.33975,1084.56838,1.28051162,-2.991341292,8.328326095,8.410781774,2493.218249,6265.473143,1.468469659,-1.029510926,0.029468754,0.005349524,-0.005020173,0.014099956,65.35458553,0.068499923,0.255549905,0.028499961,0.155045387,0.048499942,-320.8263227,0.00849998,-1.796071532,0.00849998,0.095574615,0.00849998,-134.1208373,0.068499923,2.882138383,0.068499923,0.16842564,0.028499961,-411.691638,0.028499961,-1.362878669,0.028499961,0.104110679,0.068499923,0.0605632143557,,0.968020761695,,0.90745754734,,1.55904471874,0.0057657957077
138,183,1120607005,0.600000024,-0.800519704,-0.19258909,-5.459984547,0.077145672,0.24969537,0.540925195,9.94e-05,LSN,10,5.097103649,26.25502589,3213.020279,10380.9877,1.117592823,-1.256034635,-4.495415093,-43.27976543,3830.589407,20474.72793,1.390909459,-0.720305248,0.019759556,0.040349476,-0.00086671,0.001099944,62.23411554,0.033499897,2.245792812,0.053499937,0.083002318,0.043499947,-87.67213446,0.053499937,-2.787189299,0.063499928,0.012775887,0.003499925,-235.8154814,0.003499925,4.08077416,0.003499925,0.073090647,0.043499947,-632.915579,0.063499928,-0.316135524,0.053499937,0.006207679,0.063499928,0.131831151098,,0.987133659004,,0.855302507906,,1.48523461819,0.00477647781372
139,184,1120607005,0.699999988,-0.81322603,-0.090360154,-5.462431685,-0.037498667,0.269166131,-0.062170529,0.000151347,LSN,10,6.716452589,34.57028484,2912.458854,-5127.911559,1.176675542,0.054048522,1.042946853,76.74125493,2903.822735,-8117.355677,1.329965311,-2.415662753,0.027582984,0.037349512,-0.00574039,0.014900029,60.61219051,0.053499937,0.455678472,0.003499925,0.04325773,0.003499925,-43.31456731,0.043499947,-5.005413881,0.033499956,0.017384426,0.043499947,25.07570267,0.003499925,2.609648667,0.053499937,0.111698788,0.043499947,-377.4794731,0.053499937,-4.168796577,0.013499975,0.018868965,0.023499966,0.136567474292,,0.940984404818,,0.804416930526,,1.48057425022,0.00117754936218
140,185,1120607005,0.800000012,-0.810385326,0.01298274,-5.460136042,-0.007241989,0.295258775,0.265073939,0.000149167,LSN,10,7.376972619,87.52406281,2859.198371,-651.4313707,1.189595202,-0.152258961,3.209722649,29.01958942,2480.948145,-3761.434297,1.319084248,-1.809594165,0.029992626,0.027849488,-0.002271394,0.018099964,108.2161795,0.043499947,1.503853378,0.023499906,0.10384216,0.053499937,-90.53504117,0.013499916,-3.961900178,0.003499925,-0.019195536,0.003499925,7.656346924,0.003499925,2.777114261,0.063499928,0.082599679,0.013499916,-155.558741,0.063499928,-2.344500076,0.033499956,0.000934163,0.063499928,0.00379402541544,,0.890383689596,,0.886589664181,,1.49690639973,0.0
141,186,1120607005,0.899999976,-0.807893026,0.045083029,-5.4610263,-0.051314392,0.314004331,0.037247403,0.000151337,LSN,10,7.231462546,6.009429123,2703.849077,-4298.7541,1.249868088,-0.470908478,6.433763774,37.27027837,2482.162243,2034.847783,1.384454039,0.426167826,0.041329355,0.014349524,-0.009181547,0.016100049,122.9145946,0.003499985,1.127860956,0.063499928,0.134253569,0.033499956,-500.4945851,0.023499966,-4.809775658,0.013499975,-0.038848095,0.003499985,52.62535494,0.013499975,-0.316737922,0.043499947,0.112981889,0.023499966,-420.1414908,0.033499956,-5.248563798,0.003499985,-0.025834468,0.003499985,0.256738730564,,1.08849227285,,0.831753542289,,1.4878360033,0.0150485038757
142,187,1120607005,1.0,-0.806201733,0.042126577,-5.464520431,-0.087080624,0.322032144,-0.14123158,9.94e-05,LSN,10,9.469573128,48.86077358,2797.136259,3661.232645,1.289166109,-0.723283866,6.183329595,21.08830317,2397.871964,4642.911361,1.412058817,-0.624303525,0.040826419,0.0148495,-0.01093272,0.013100028,-28.63870055,0.063499928,1.864527595,0.013499975,0.094554646,0.063499928,-613.118681,0.023499966,-3.03783046,0.043499947,0.002535327,0.003499985,48.92271395,0.013499975,1.242282377,0.013499975,0.119636073,0.023499966,-347.5018466,0.033499956,-2.96409799,0.023499966,-0.018314825,0.003499985,0.073948015048,,0.994631299006,,0.920683283958,,1.49067544937,0.0129668712616
143,188,1120607005,1.100000024,-0.803165198,0.050482126,-5.456924631,0.059981298,0.313911254,-0.264775523,0.000149485,LSN,10,10.12169973,45.24505298,2994.480251,7982.84662,1.317507793,-0.952485176,5.369656079,17.87640097,2434.89216,4163.749088,1.333430815,-3.218869827,0.031958228,0.016849476,-0.002898277,0.029500008,59.59811825,0.033499956,0.707740392,0.023499966,0.051407646,0.033499956,-153.5210224,0.003499866,-3.523379718,0.033499956,-0.034751941,0.053499937,80.20281094,0.003499866,3.089318759,0.053499937,0.152694893,0.013499856,-55.03229648,0.033499956,-3.593276494,0.033499956,0.052669716,0.063499928,0.0728587238028,,0.940121658888,,0.867262935086,,1.49957549572,0.0170165300369
